id,collection_id,name,sku,description,size,hs_code,cost_price,sale_price,discount_percentage,discount_active,tax_percentage,status,created_at,updated_at
1,1,Nooraya,FW25-0150-S,"2-PIECE PRINT",S,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
2,1,Nooraya,FW25-0150-M,"2-PIECE PRINT",M,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
3,1,Nooraya,FW25-0150-L,"2-PIECE PRINT",L,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
4,1,Nooraya,FW25-0150-XL,"2-PIECE PRINT",XL,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
5,1,Aleeza,FW25-0160-S,"2-PIECE PRINT",S,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
6,1,Aleeza,FW25-0160-M,"2-PIECE PRINT",M,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
7,1,Aleeza,FW25-0160-L,"2-PIECE PRINT",L,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
8,1,Aleeza,FW25-0160-XL,"2-PIECE PRINT",XL,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
9,1,Sereneh,FW25-0140-S,"2-PIECE PRINT",S,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
10,1,Sereneh,FW25-0140-M,"2-PIECE PRINT",M,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
11,1,Sereneh,FW25-0140-L,"2-PIECE PRINT",L,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
12,1,Sereneh,FW25-0140-XL,"2-PIECE PRINT",XL,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
13,1,Aabroo,FW25-0130-S,"2-PIECE PRINT",S,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
14,1,Aabroo,FW25-0130-M,"2-PIECE PRINT",M,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
15,1,Aabroo,FW25-0130-L,"2-PIECE PRINT",L,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
16,1,Aabroo,FW25-0130-XL,"2-PIECE PRINT",XL,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
17,1,Elaya,FW25-0120-S,"2-PIECE PRINT",S,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
18,1,Elaya,FW25-0120-M,"2-PIECE PRINT",M,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
19,1,Elaya,FW25-0120-L,"2-PIECE PRINT",L,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
20,1,Elaya,FW25-0120-XL,"2-PIECE PRINT",XL,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
21,1,Naaz,FW25-0110-S,"2-PIECE PRINT",S,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
22,1,Naaz,FW25-0110-M,"2-PIECE PRINT",M,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
23,1,Naaz,FW25-0110-L,"2-PIECE PRINT",L,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
24,1,Naaz,FW25-0110-XL,"2-PIECE PRINT",XL,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
25,1,Inaaya,FW25-0100-S,"2-PIECE PRINT",S,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
26,1,Inaaya,FW25-0100-M,"2-PIECE PRINT",M,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
27,1,Inaaya,FW25-0100-L,"2-PIECE PRINT",L,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
28,1,Inaaya,FW25-0100-XL,"2-PIECE PRINT",XL,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
29,1,Yalina,FW25-090-S,"2-PIECE PRINT",S,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
30,1,Yalina,FW25-090-M,"2-PIECE PRINT",M,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
31,1,Yalina,FW25-090-L,"2-PIECE PRINT",L,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
32,1,Yalina,FW25-090-XL,"2-PIECE PRINT",XL,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
33,1,Zareen,FW25-080-S,"2-PIECE PRINT",S,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
34,1,Zareen,FW25-080-M,"2-PIECE PRINT",M,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
35,1,Zareen,FW25-080-L,"2-PIECE PRINT",L,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
36,1,Zareen,FW25-080-XL,"2-PIECE PRINT",XL,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
37,1,Silaah,FW25-070-S,"2-PIECE PRINT",S,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
38,1,Silaah,FW25-070-M,"2-PIECE PRINT",M,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
39,1,Silaah,FW25-070-XL,"2-PIECE PRINT",XL,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
40,1,Linaah,FW25-060-S,"2-PIECE PRINT",S,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
41,1,Linaah,FW25-060-M,"2-PIECE PRINT",M,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
42,1,Linaah,FW25-060-L,"2-PIECE PRINT",L,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
43,1,Linaah,FW25-060-XL,"2-PIECE PRINT",XL,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
44,1,Cyana,FW25-050-S,"2-PIECE PRINT",S,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
45,1,Cyana,FW25-050-M,"2-PIECE PRINT",M,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
46,1,Cyana,FW25-050-L,"2-PIECE PRINT",L,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
47,1,Cyana,FW25-050-XL,"2-PIECE PRINT",XL,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
48,1,Meher,FW25-040-S,"2-PIECE PRINT",S,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
49,1,Meher,FW25-040-M,"2-PIECE PRINT",M,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
50,1,Meher,FW25-040-L,"2-PIECE PRINT",L,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
51,1,Meher,FW25-040-XL,"2-PIECE PRINT",XL,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
52,1,Avelyn,FW25-030-S,"2-PIECE PRINT",S,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
53,1,Avelyn,FW25-030-M,"2-PIECE PRINT",M,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
54,1,Avelyn,FW25-030-L,"2-PIECE PRINT",L,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
55,1,Avelyn,FW25-030-XL,"2-PIECE PRINT",XL,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
56,1,Zayrah,FW25-02-S,"2-PIECE PRINT",S,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
57,1,Zayrah,FW25-02-M,"2-PIECE PRINT",M,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
58,1,Zayrah,FW25-02-L,"2-PIECE PRINT",L,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
59,1,Zayrah,FW25-02-XL,"2-PIECE PRINT",XL,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
60,1,Nura,FW25-01-S,"2-PIECE PRINT",S,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
61,1,Nura,FW25-01-M,"2-PIECE PRINT",M,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
62,1,Nura,FW25-01-L,"2-PIECE PRINT",L,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
63,1,Nura,FW25-01-XL,"2-PIECE PRINT",XL,,6250.00,6250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
64,2,"Sahara Gold",TSP-25110-S,"2-PIECE SOLID",S,,5250.00,5250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
65,2,"Sahara Gold",TSP-25110-M,"2-PIECE SOLID",M,,5250.00,5250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
66,2,"Sahara Gold",TSP-25110-L,"2-PIECE SOLID",L,,5250.00,5250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
67,2,"Sahara Gold",TSP-25110-XL,"2-PIECE SOLID",XL,,5250.00,5250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
68,2,Noir,TSP-25210-S,"2-PIECE SOLID",S,,5250.00,5250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
69,2,Noir,TSP-25210-M,"2-PIECE SOLID",M,,5250.00,5250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
70,2,Noir,TSP-25210-L,"2-PIECE SOLID",L,,5250.00,5250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
71,2,Noir,TSP-25210-XL,"2-PIECE SOLID",XL,,5250.00,5250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
72,2,"Midnight Haze",TSP-25310-S,"2-PIECE SOLID",S,,5250.00,5250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
73,2,"Midnight Haze",TSP-25310-M,"2-PIECE SOLID",M,,5250.00,5250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
74,2,"Midnight Haze",TSP-25310-L,"2-PIECE SOLID",L,,5250.00,5250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
75,2,"Midnight Haze",TSP-25310-XL,"2-PIECE SOLID",XL,,5250.00,5250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
76,2,Amethyst,TSP-25410-S,"2-PIECE SOLID",S,,5250.00,5250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
77,2,Amethyst,TSP-25410-M,"2-PIECE SOLID",M,,5250.00,5250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
78,2,Amethyst,TSP-25410-L,"2-PIECE SOLID",L,,5250.00,5250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
79,2,Amethyst,TSP-25410-XL,"2-PIECE SOLID",XL,,5250.00,5250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
80,2,"Olive Luxe",TSP-25510-S,"2-PIECE SOLID",S,,5250.00,5250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
81,2,"Olive Luxe",TSP-25510-M,"2-PIECE SOLID",M,,5250.00,5250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
82,2,"Olive Luxe",TSP-25510-L,"2-PIECE SOLID",L,,5250.00,5250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
83,2,"Olive Luxe",TSP-25510-XL,"2-PIECE SOLID",XL,,5250.00,5250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
84,2,"Aqua Mist",TSP-25610-S,"2-PIECE SOLID",S,,5250.00,5250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
85,2,"Aqua Mist",TSP-25610-M,"2-PIECE SOLID",M,,5250.00,5250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
86,2,"Aqua Mist",TSP-25610-L,"2-PIECE SOLID",L,,5250.00,5250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
87,2,"Aqua Mist",TSP-25610-XL,"2-PIECE SOLID",XL,,5250.00,5250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
88,2,Mahogany,TSP-25710-S,"2-PIECE SOLID",S,,5250.00,5250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
89,2,Mahogany,TSP-25710-M,"2-PIECE SOLID",M,,5250.00,5250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
90,2,Mahogany,TSP-25710-L,"2-PIECE SOLID",L,,5250.00,5250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
91,2,Mahogany,TSP-25710-XL,"2-PIECE SOLID",XL,,5250.00,5250.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
92,3,Zafira,TSZL-25711-S,"2-PIECE Jaquard",S,,6950.00,6950.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
93,3,Zafira,TSZL-25711-M,"2-PIECE Jaquard",M,,6950.00,6950.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
94,3,Zafira,TSZL-25711-L,"2-PIECE Jaquard",L,,6950.00,6950.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
95,3,Zafira,TSZL-25711-XL,"2-PIECE Jaquard",XL,,6950.00,6950.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
96,3,Rameen,TSZL-25712-S,"2-PIECE Jaquard",S,,6950.00,6950.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
97,3,Rameen,TSZL-25712-M,"2-PIECE Jaquard",M,,6950.00,6950.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
98,3,Rameen,TSZL-25712-L,"2-PIECE Jaquard",L,,6950.00,6950.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
99,3,Rameen,TSZL-25712-XL,"2-PIECE Jaquard",XL,,6950.00,6950.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
100,4,"Off White",TSE-25910-L,Trouser,L,,2450.00,2450.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
101,5,White,TSE-25810-S,Trouser,S,,1590.00,1590.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
102,6,Magenta,TSML-250701-S,"MONAR LUXE",S,,13450.00,13450.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
103,6,Magenta,TSML-250701-M,"MONAR LUXE",M,,13450.00,13450.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
104,6,Magenta,TSML-250701-L,"MONAR LUXE",L,,13450.00,13450.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
105,6,Magenta,TSML-250701-XL,"MONAR LUXE",XL,,13450.00,13450.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
106,6,"Ruby Red",TSML-250702-S,"MONAR LUXE",S,,13450.00,13450.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
107,6,"Ruby Red",TSML-250702-M,"MONAR LUXE",M,,13450.00,13450.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
108,6,"Ruby Red",TSML-250702-L,"MONAR LUXE",L,,13450.00,13450.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
109,6,"Ruby Red",TSML-250702-XL,"MONAR LUXE",XL,,13450.00,13450.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
110,7,Merve,FCZ-08-S,"ZUMRA LUXE",S,,22999.00,22999.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
111,7,Merve,FCZ-08-M,"ZUMRA LUXE",M,,22999.00,22999.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
112,7,Merve,FCZ-08-L,"ZUMRA LUXE",L,,22999.00,22999.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
113,7,Merve,FCZ-08-XL,"ZUMRA LUXE",XL,,22999.00,22999.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
114,6,"Zest Green",TSML-250703-S,"MONAR LUXE",S,,13450.00,13450.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
115,6,"Zest Green",TSML-250703-M,"MONAR LUXE",M,,13450.00,13450.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
116,6,"Zest Green",TSML-250703-L,"MONAR LUXE",L,,13450.00,13450.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
117,6,"Zest Green",TSML-250703-XL,"MONAR LUXE",XL,,13450.00,13450.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
118,6,"Velvet Plum",TSML-250704-S,"MONAR LUXE",S,,13450.00,13450.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
119,6,"Velvet Plum",TSML-250704-M,"MONAR LUXE",M,,13450.00,13450.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
120,6,"Velvet Plum",TSML-250704-L,"MONAR LUXE",L,,13450.00,13450.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
121,6,"Velvet Plum",TSML-250704-XL,"MONAR LUXE",XL,,13450.00,13450.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
122,6,"Oceanic Jade",TSML-250705-S,"MONAR LUXE",S,,13450.00,13450.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
123,6,"Oceanic Jade",TSML-250705-M,"MONAR LUXE",M,,13450.00,13450.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
124,6,"Oceanic Jade",TSML-250705-L,"MONAR LUXE",L,,13450.00,13450.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
125,6,"Oceanic Jade",TSML-250705-XL,"MONAR LUXE",XL,,13450.00,13450.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
126,6,"Aqua Bloom",TSML-250706-S,"MONAR LUXE",S,,13450.00,13450.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
127,6,"Aqua Bloom",TSML-250706-M,"MONAR LUXE",M,,13450.00,13450.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
128,6,"Aqua Bloom",TSML-250706-L,"MONAR LUXE",L,,13450.00,13450.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
129,6,"Aqua Bloom",TSML-250706-XL,"MONAR LUXE",XL,,13450.00,13450.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
130,6,Midnight,TSML-250707-S,"MONAR LUXE",S,,13450.00,13450.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
131,6,Midnight,TSML-250707-M,"MONAR LUXE",M,,13450.00,13450.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
132,6,Midnight,TSML-250707-L,"MONAR LUXE",L,,13450.00,13450.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
133,8,"Linaah (Frock)",FW25-0601-S,"1 PCS FROCK",S,,5990.00,5990.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
134,8,"Linaah (Frock)",FW25-0601-M,"1 PCS FROCK",M,,5990.00,5990.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
135,8,"Linaah (Frock)",FW25-0601-L,"1 PCS FROCK",L,,5990.00,5990.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
136,8,"Linaah (Frock)",FW25-0601-XL,"1 PCS FROCK",XL,,5990.00,5990.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
137,8,"Inaaya (Western)",FW25-01001-S,"2 PCS WESTERN",S,,7550.00,7550.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
138,8,"Inaaya (Western)",FW25-01001-M,"2 PCS WESTERN",M,,7550.00,7550.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
139,8,"Inaaya (Western)",FW25-01001-L,"2 PCS WESTERN",L,,7550.00,7550.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
140,8,"Inaaya (Western)",FW25-01001-XL,"2 PCS WESTERN",XL,,7550.00,7550.00,0.00,0,0.00,active,"2025-07-19 23:11:35","2025-07-19 23:11:35"
